Year_Built,Heating_QC,Full_Bath,Bedroom_AbvGr,TotRms_AbvGrd,Garage_Cars,Pool_QC,Sale_Price,transformed_price
1948,Typical,2,4,7,1,No_Pool,135000,11.81303006
1959,Typical,2,4,7,2,No_Pool,134432,11.80881377
1940,Good,2,4,6,0,No_Pool,127500,11.75587164
1963,Typical,1,3,6,2,No_Pool,148000,11.90496755
1965,Excellent,1,3,5,1,No_Pool,129500,11.77143616
1978,Typical,1,3,6,2,No_Pool,157500,11.96718074
1966,Typical,1,3,6,1,No_Pool,109900,11.60732614
1967,Excellent,1,3,6,1,No_Pool,145000,11.88448902
1967,Excellent,1,3,5,2,No_Pool,130000,11.77528973
1978,Excellent,1,3,6,2,No_Pool,153000,11.9381932
1967,Good,1,3,6,1,No_Pool,120000,11.69524702
1984,Typical,1,2,5,2,No_Pool,152000,11.9316358
1969,Typical,0,0,6,2,No_Pool,108959,11.59872694
1920,Fair,1,3,6,2,No_Pool,95541,11.46731075
1959,Typical,1,3,5,0,No_Pool,80000,11.28978191
1966,Good,1,3,6,1,No_Pool,149350,11.91404782
1963,Excellent,1,3,6,1,No_Pool,144900,11.88379913
1956,Typical,1,1,4,2,No_Pool,185000,12.1281111
1954,Typical,1,3,6,1,No_Pool,165000,12.01370075
1960,Good,1,1,4,2,No_Pool,235000,12.36734079
1958,Typical,1,3,6,1,No_Pool,140000,11.8493977
1940,Excellent,1,2,4,1,No_Pool,108000,11.58988651
1960,Good,2,3,7,2,No_Pool,145000,11.88448902
1941,Good,1,2,6,3,No_Pool,152400,11.93426392
1970,Excellent,1,3,5,3,No_Pool,144000,11.87756858
1996,Excellent,1,2,6,2,No_Pool,173000,12.06104687
1977,Excellent,2,4,8,2,No_Pool,192000,12.16525065
1979,Typical,2,3,7,2,No_Pool,245000,12.40901349
1954,Excellent,1,2,5,2,No_Pool,241500,12.39462475
1954,Excellent,1,2,6,2,No_Pool,256000,12.45293272
1959,Good,1,2,5,1,No_Pool,177000,12.08390501
1948,Typical,1,2,5,1,No_Pool,125600,11.74085753
1953,Excellent,1,3,5,2,No_Pool,155000,11.9511804
1908,Typical,3,5,10,2,No_Pool,240000,12.3883942
1940,Excellent,1,2,5,0,No_Pool,260000,12.46843691
1918,Excellent,2,4,8,2,No_Pool,185000,12.1281111
1935,Excellent,2,4,7,2,No_Pool,235000,12.36734079
1956,Typical,1,3,6,1,No_Pool,159900,11.9823039
1975,Fair,1,2,4,0,No_Pool,99600,11.50891744
1962,Typical,1,3,7,1,No_Pool,134500,11.80931948
1900,Excellent,1,4,7,1,No_Pool,119000,11.68687877
1910,Typical,1,3,5,0,No_Pool,107500,11.58524613
1950,Typical,1,3,5,1,No_Pool,125000,11.73606902
1924,Fair,1,2,5,0,No_Pool,79000,11.27720313
1941,Typical,1,3,5,1,No_Pool,95000,11.46163217
1990,Excellent,2,4,10,2,No_Pool,262280,12.47716791
1995,Excellent,2,4,9,2,No_Pool,260000,12.46843691
1994,Excellent,2,3,7,2,No_Pool,226500,12.33050022
1993,Excellent,2,4,9,2,No_Pool,225000,12.32385568
1996,Excellent,2,3,8,2,No_Pool,229000,12.34147728
2007,Excellent,2,3,6,2,No_Pool,177439,12.08638217
2007,Excellent,2,3,7,3,No_Pool,248500,12.42319812
2008,Excellent,2,3,7,3,No_Pool,475000,13.07107008
2008,Excellent,2,3,8,3,No_Pool,395039,12.88673977
1993,Excellent,2,3,9,3,No_Pool,228000,12.33710091
1995,Excellent,2,3,6,3,No_Pool,225000,12.32385568
1966,Excellent,2,2,6,2,No_Pool,195000,12.18075484
1997,Good,2,4,8,2,No_Pool,200000,12.20607265
1994,Excellent,1,3,5,2,No_Pool,155000,11.9511804
1995,Excellent,1,3,6,1,No_Pool,144000,11.87756858
1994,Excellent,1,3,5,2,No_Pool,145000,11.88448902
1997,Excellent,2,3,5,2,No_Pool,226001,12.3282947
1997,Excellent,2,3,6,2,No_Pool,215700,12.28164383
2000,Excellent,2,3,6,2,No_Pool,207500,12.24288662
1999,Excellent,2,3,7,2,No_Pool,193000,12.17044547
1998,Excellent,2,3,8,2,No_Pool,188000,12.14419724
1999,Excellent,2,3,6,2,No_Pool,191000,12.16002871
2002,Excellent,2,3,6,2,No_Pool,221000,12.30591798
2001,Excellent,2,3,7,2,No_Pool,231500,12.35233515
2000,Excellent,2,3,6,2,No_Pool,235000,12.36734079
2001,Excellent,2,3,6,2,No_Pool,223500,12.31716669
1975,Typical,1,3,5,1,No_Pool,130250,11.77721096
1977,Typical,2,3,6,1,No_Pool,149900,11.91772368
1978,Excellent,1,3,5,2,No_Pool,158000,11.97035031
1978,Typical,1,3,5,2,No_Pool,147000,11.89818787
1975,Typical,1,3,5,2,No_Pool,143195,11.87196262
1975,Typical,2,2,5,2,No_Pool,163000,12.00150548
1975,Typical,1,3,5,1,No_Pool,110000,11.60823564
1972,Typical,1,3,5,1,No_Pool,127000,11.75194237
1972,Excellent,1,2,4,1,No_Pool,124900,11.7352687
2002,Excellent,2,3,7,2,No_Pool,230000,12.34583459
2002,Excellent,2,3,7,2,No_Pool,237000,12.37581542
2000,Excellent,2,3,7,3,No_Pool,235000,12.36734079
2001,Excellent,2,3,8,2,No_Pool,230500,12.34800614
1999,Excellent,2,3,7,3,No_Pool,230000,12.34583459
1998,Excellent,2,3,8,2,No_Pool,222500,12.31268238
2001,Excellent,2,3,7,2,No_Pool,287000,12.56723749
2001,Excellent,2,3,7,3,No_Pool,274000,12.52088339
2002,Excellent,2,3,6,3,No_Pool,300000,12.61153775
2002,Excellent,2,4,9,2,No_Pool,255900,12.45254202
2003,Excellent,2,3,8,2,No_Pool,224900,12.32341114
2003,Excellent,2,4,9,2,No_Pool,240000,12.3883942
2003,Excellent,2,3,6,2,No_Pool,183000,12.11724143
1999,Excellent,2,3,7,2,No_Pool,207000,12.24047407
1994,Excellent,2,4,8,2,No_Pool,210000,12.25486281
2003,Excellent,1,1,3,2,No_Pool,136500,11.82407989
2004,Excellent,1,1,3,2,No_Pool,145000,11.88448902
1997,Excellent,2,3,7,2,No_Pool,208900,12.24961095
1997,Excellent,2,2,8,3,No_Pool,185000,12.1281111
2002,Excellent,2,3,7,2,No_Pool,214000,12.27373129
2003,Excellent,2,3,8,2,No_Pool,208500,12.24769432
2004,Excellent,2,3,6,2,No_Pool,186500,12.13618652
2004,Excellent,2,3,8,2,No_Pool,210000,12.25486281
2004,Excellent,2,3,6,2,No_Pool,185900,12.13296417
2007,Excellent,2,3,7,2,No_Pool,179900,12.10015642
2007,Excellent,2,3,6,3,No_Pool,218836,12.29607787
2007,Excellent,2,3,6,2,No_Pool,193000,12.17044547
2005,Excellent,2,3,7,2,No_Pool,189000,12.14950229
2004,Excellent,1,1,3,2,No_Pool,149300,11.91371298
2004,Excellent,1,1,3,2,No_Pool,141000,11.85651517
2004,Excellent,1,1,3,2,No_Pool,149000,11.91170158
2004,Excellent,1,1,4,2,No_Pool,144500,11.88103479
1910,Good,1,2,4,0,No_Pool,85000,11.35040654
1900,Good,2,4,9,0,No_Pool,145900,11.89067673
1966,Typical,1,3,6,1,No_Pool,123000,11.71993963
1965,Good,1,3,6,1,No_Pool,147500,11.90158345
1976,Excellent,1,3,6,2,No_Pool,165000,12.01370075
1976,Typical,1,3,6,2,No_Pool,135000,11.81303006
1940,Excellent,1,3,6,0,No_Pool,108000,11.58988651
1972,Typical,2,3,6,2,No_Pool,137500,11.8313792
2003,Excellent,2,3,7,2,No_Pool,165400,12.01612206
1977,Typical,1,3,6,2,No_Pool,147000,11.89818787
1976,Typical,1,3,6,2,No_Pool,160500,11.98604922
2005,Excellent,1,2,5,2,No_Pool,176000,12.07823927
1959,Typical,3,5,11,2,No_Pool,284700,12.55919127
2008,Excellent,2,3,12,2,Good,160000,11.98292909
2005,Excellent,1,2,5,2,No_Pool,148000,11.90496755
1955,Typical,2,2,6,0,No_Pool,82000,11.31447453
1955,Typical,2,2,6,0,No_Pool,82000,11.31447453
1955,Typical,2,4,8,0,No_Pool,118000,11.6784399
1955,Typical,2,2,6,0,No_Pool,82500,11.32055357
1955,Typical,1,2,4,0,No_Pool,91900,11.42845631
1938,Good,1,2,5,0,No_Pool,120000,11.69524702
1947,Good,1,4,8,0,No_Pool,96000,11.47210347
1953,Typical,1,2,5,1,No_Pool,99000,11.50287513
1946,Excellent,1,3,6,1,No_Pool,130500,11.77912851
1954,Excellent,2,4,7,1,No_Pool,135000,11.81303006
1955,Typical,1,3,8,1,No_Pool,135500,11.81672692
1954,Good,1,3,6,1,No_Pool,100000,11.51292546
1923,Typical,1,3,6,1,No_Pool,108000,11.58988651
1925,Typical,1,2,5,0,No_Pool,98000,11.49272276
1914,Typical,1,2,5,0,No_Pool,67000,11.1124479
1912,Excellent,2,6,9,0,No_Pool,135900,11.8196746
1925,Typical,2,4,7,1,No_Pool,140000,11.8493977
1939,Excellent,2,4,8,1,No_Pool,179500,12.09793049
1925,Fair,2,4,7,2,No_Pool,136500,11.82407989
1921,Excellent,2,2,7,1,No_Pool,168000,12.03171926
1911,Typical,1,4,7,0,No_Pool,130000,11.77528973
1921,Excellent,3,4,8,2,No_Pool,189000,12.14950229
1930,Excellent,2,4,10,2,No_Pool,161900,11.99473414
1926,Excellent,1,2,6,1,No_Pool,145000,11.88448902
1922,Fair,2,3,11,2,No_Pool,191000,12.16002871
1915,Excellent,2,4,8,1,No_Pool,177000,12.08390501
1914,Excellent,1,3,6,2,No_Pool,147500,11.90158345
1930,Typical,1,2,4,1,No_Pool,91000,11.41861479
1925,Excellent,2,3,7,1,No_Pool,231000,12.35017299
1936,Excellent,1,3,6,1,No_Pool,115000,11.65268741
1923,Typical,1,4,7,2,No_Pool,138000,11.83500896
1931,Typical,1,3,6,1,No_Pool,149000,11.91170158
1934,Fair,1,3,6,1,No_Pool,188700,12.14791373
1937,Excellent,2,4,7,1,No_Pool,198000,12.19602231
1938,Typical,1,3,6,1,No_Pool,110000,11.60823564
1951,Fair,1,2,5,1,No_Pool,104000,11.55214618
1935,Typical,1,4,9,2,No_Pool,257076,12.45712704
1935,Excellent,3,4,11,3,No_Pool,381000,12.85055465
1939,Excellent,1,3,8,2,No_Pool,311500,12.64915462
1950,Excellent,2,3,8,2,No_Pool,263400,12.48142907
1956,Excellent,2,3,7,2,No_Pool,236500,12.37370349
1954,Excellent,1,3,7,2,No_Pool,224000,12.31940133
1980,Typical,1,2,5,2,No_Pool,116500,11.66564655
1980,Typical,2,3,6,2,No_Pool,151000,11.92503512
1926,Typical,1,2,5,1,No_Pool,126000,11.74403719
1940,Good,1,3,5,1,No_Pool,120000,11.69524702
1922,Fair,1,2,5,0,No_Pool,55000,10.91508846
1930,Excellent,1,2,5,1,No_Pool,120500,11.69940503
1940,Excellent,1,2,4,1,No_Pool,120500,11.69940503
1930,Good,1,4,7,0,No_Pool,119000,11.68687877
1967,Excellent,1,3,7,1,No_Pool,126000,11.74403719
1930,Typical,1,2,5,1,No_Pool,99500,11.50791292
1958,Good,2,4,7,1,No_Pool,165500,12.01672647
1952,Poor,1,2,4,2,No_Pool,13100,9.480367509
1895,Excellent,1,2,6,1,No_Pool,89000,11.39639165
1920,Typical,1,3,6,1,No_Pool,40000,10.59663473
1910,Typical,1,2,5,1,No_Pool,80900,11.3009691
1935,Typical,1,2,6,3,No_Pool,81000,11.30220443
1920,Excellent,1,3,5,1,No_Pool,65000,11.08214255
2008,Excellent,2,2,5,2,No_Pool,392500,12.88029182
2007,Excellent,2,2,5,2,No_Pool,294464,12.59291203
2004,Excellent,2,2,5,2,No_Pool,250000,12.4292162
2004,Excellent,2,2,5,2,No_Pool,275000,12.52452638
1996,Excellent,3,3,7,3,No_Pool,300000,12.61153775
2002,Excellent,2,3,7,3,No_Pool,271000,12.5098741
1996,Excellent,2,3,8,3,No_Pool,213000,12.26904744
1977,Typical,1,3,6,1,Good,171000,12.04941884
1977,Typical,2,3,6,2,No_Pool,171500,12.05233855
1976,Typical,2,4,8,2,No_Pool,100000,11.51292546
1991,Good,2,3,6,2,No_Pool,228500,12.33929149
1965,Excellent,2,3,7,2,No_Pool,228950,12.34125892
1986,Good,2,2,6,2,No_Pool,241500,12.39462475
1976,Typical,2,2,10,2,No_Pool,287000,12.56723749
2006,Excellent,2,3,8,3,No_Pool,294000,12.59133505
2007,Excellent,2,3,7,3,No_Pool,293077,12.58819065
2007,Excellent,2,3,6,2,No_Pool,264966,12.48735679
2006,Good,2,3,6,2,No_Pool,172500,12.05815252
2006,Good,2,3,7,2,No_Pool,167500,12.02873863
2008,Excellent,2,3,6,3,No_Pool,218689,12.29540591
1989,Excellent,2,3,8,2,No_Pool,150000,11.91839057
1986,Typical,2,3,7,2,No_Pool,184000,12.12269104
1986,Excellent,2,3,6,2,No_Pool,180000,12.10071213
1988,Excellent,2,3,5,2,No_Pool,175000,12.07254125
2003,Excellent,2,3,7,2,No_Pool,232500,12.3566455
1999,Excellent,2,3,6,2,No_Pool,195000,12.18075484
2003,Excellent,2,4,10,3,No_Pool,305000,12.62806706
2007,Excellent,2,3,7,2,No_Pool,298751,12.60736573
2005,Excellent,2,3,7,3,No_Pool,370000,12.82125828
1997,Excellent,2,2,8,4,No_Pool,209200,12.25104601
1997,Excellent,2,2,8,4,No_Pool,206300,12.2370867
2007,Excellent,1,2,5,0,No_Pool,146000,11.8913619
1997,Excellent,2,2,4,2,No_Pool,160500,11.98604922
1964,Good,1,3,6,3,No_Pool,173000,12.06104687
1975,Good,1,3,6,2,No_Pool,124000,11.72803684
1976,Typical,1,3,4,1,No_Pool,115000,11.65268741
1976,Typical,2,4,6,1,No_Pool,129500,11.77143616
1973,Good,1,2,5,1,No_Pool,105000,11.56171563
1973,Typical,1,1,4,1,No_Pool,94900,11.46057898
1968,Excellent,1,3,6,1,No_Pool,152500,11.93491988
1970,Excellent,2,3,6,0,No_Pool,98000,11.49272276
1972,Good,1,1,3,0,No_Pool,81000,11.30220443
1954,Excellent,1,2,4,2,No_Pool,113000,11.6351431
1983,Excellent,1,2,4,1,No_Pool,128500,11.76368418
1984,Typical,1,3,5,1,No_Pool,119500,11.69107165
1982,Excellent,1,3,5,1,No_Pool,130500,11.77912851
1982,Excellent,1,2,4,2,No_Pool,138000,11.83500896
1982,Good,1,3,6,1,No_Pool,134500,11.80931948
1940,Excellent,2,4,7,1,No_Pool,160000,11.98292909
1984,Typical,1,3,6,2,No_Pool,137500,11.8313792
1969,Excellent,2,4,7,2,No_Pool,172000,12.05524976
1900,Excellent,2,4,7,1,No_Pool,103000,11.54248427
1971,Typical,2,3,7,2,No_Pool,167300,12.02754389
1970,Typical,1,2,5,2,No_Pool,167000,12.02574909
1973,Excellent,2,3,8,2,No_Pool,244000,12.4049235
1970,Excellent,2,4,8,2,No_Pool,268000,12.49874226
2003,Excellent,2,3,7,2,No_Pool,225000,12.32385568
1995,Good,2,3,7,2,No_Pool,168000,12.03171926
1997,Good,2,3,6,2,No_Pool,177000,12.08390501
1997,Good,2,3,7,2,No_Pool,169000,12.03765399
1997,Good,2,3,7,2,No_Pool,161500,11.99226042
2000,Excellent,2,2,6,2,No_Pool,251000,12.43320822
1994,Good,2,3,7,2,No_Pool,160000,11.98292909
1999,Good,2,3,7,2,No_Pool,180000,12.10071213
1996,Good,2,3,6,2,No_Pool,178750,12.09374346
1995,Good,2,3,6,2,No_Pool,176000,12.07823927
1999,Excellent,3,5,7,2,No_Pool,204000,12.22587527
1992,Good,2,3,6,2,No_Pool,160000,11.98292909
1991,Good,2,3,7,2,No_Pool,160000,11.98292909
1992,Good,2,3,7,2,No_Pool,163900,12.00701176
1993,Good,2,3,7,2,No_Pool,168000,12.03171926
1964,Fair,1,3,6,2,No_Pool,154204,11.94603168
1986,Excellent,1,2,5,2,No_Pool,170000,12.04355372
1984,Good,2,3,6,2,No_Pool,207500,12.24288662
1988,Good,2,2,5,2,No_Pool,182000,12.11176197
1990,Good,1,1,4,2,No_Pool,212000,12.26434155
2005,Excellent,2,3,8,3,No_Pool,377426,12.8411298
2005,Excellent,3,4,10,3,No_Pool,349265,12.76358623
2006,Excellent,2,4,8,3,No_Pool,591587,13.29056404
1969,Typical,1,3,7,3,No_Pool,155000,11.9511804
2006,Excellent,2,2,6,2,No_Pool,319900,12.67576373
2007,Excellent,2,2,7,2,No_Pool,392000,12.87901712
2006,Excellent,1,1,7,2,No_Pool,441929,12.99890451
2006,Excellent,2,3,8,3,No_Pool,455000,13.0280527
1981,Excellent,2,3,7,2,No_Pool,182900,12.11669483
1984,Typical,2,3,5,2,No_Pool,174000,12.06681058
1984,Excellent,3,3,7,2,No_Pool,178000,12.08953883
1981,Excellent,2,3,6,2,No_Pool,176000,12.07823927
1978,Typical,2,3,7,2,No_Pool,213000,12.26904744
1979,Typical,2,4,9,2,No_Pool,192000,12.16525065
1977,Typical,2,3,8,2,No_Pool,190000,12.15477935
1976,Typical,2,4,8,2,No_Pool,195000,12.18075484
1978,Typical,2,3,6,2,No_Pool,148000,11.90496755
1984,Typical,2,3,6,2,No_Pool,151500,11.9283409
1979,Typical,2,3,6,2,No_Pool,197000,12.19095901
1979,Excellent,2,2,5,2,No_Pool,192350,12.16707191
1969,Excellent,2,4,7,2,No_Pool,152000,11.9316358
1971,Typical,2,2,6,2,No_Pool,170000,12.04355372
1971,Good,2,3,7,2,No_Pool,175000,12.07254125
1968,Good,1,3,7,2,No_Pool,175000,12.07254125
1976,Typical,2,3,7,2,No_Pool,197900,12.19551713
1976,Typical,2,3,5,2,No_Pool,174000,12.06681058
1974,Typical,2,4,8,2,No_Pool,178900,12.09458227
1971,Typical,1,3,5,1,No_Pool,139000,11.84222921
1971,Typical,1,3,5,2,No_Pool,143250,11.87234663
1972,Good,1,4,7,2,No_Pool,184000,12.12269104
1970,Typical,1,3,7,2,No_Pool,155000,11.9511804
1970,Excellent,1,3,5,1,No_Pool,133000,11.79810441
1971,Typical,1,3,5,1,No_Pool,119500,11.69107165
1971,Typical,1,3,5,4,No_Pool,123000,11.71993963
1971,Typical,1,2,4,1,No_Pool,110000,11.60823564
1961,Excellent,1,2,4,1,No_Pool,128000,11.75978554
1971,Typical,1,3,5,2,No_Pool,120500,11.69940503
1998,Excellent,1,1,4,1,No_Pool,133000,11.79810441
2001,Excellent,2,2,5,2,No_Pool,155000,11.9511804
1997,Excellent,2,2,5,2,No_Pool,177000,12.08390501
1973,Typical,1,3,6,1,No_Pool,113500,11.63955812
1973,Typical,1,3,7,1,No_Pool,113000,11.6351431
1973,Excellent,1,4,7,1,No_Pool,113700,11.64131868
1970,Typical,2,3,6,2,No_Pool,106000,11.57119437
1971,Excellent,1,2,6,2,No_Pool,122500,11.71586631
1976,Typical,2,2,5,2,No_Pool,128000,11.75978554
1976,Typical,2,3,7,2,No_Pool,155000,11.9511804
1978,Typical,2,2,4,1,No_Pool,142500,11.86709728
1966,Typical,1,3,5,1,No_Pool,129250,11.76950379
2006,Excellent,2,3,7,3,No_Pool,356000,12.78268601
2007,Excellent,2,3,9,3,No_Pool,314813,12.65973409
2007,Excellent,2,3,7,3,No_Pool,318000,12.66980666
2006,Excellent,2,3,7,3,No_Pool,322400,12.68354829
2007,Excellent,2,3,7,3,No_Pool,318000,12.66980666
2007,Excellent,2,2,7,3,No_Pool,345474,12.75267267
2006,Excellent,2,3,8,3,No_Pool,415298,12.93675161
2007,Excellent,2,3,8,3,No_Pool,492000,13.106234
2006,Excellent,2,4,11,3,No_Pool,338931,12.73355183
2005,Excellent,2,2,7,3,No_Pool,450000,13.01700286
2006,Excellent,2,3,9,3,No_Pool,280000,12.54254488
2007,Excellent,2,3,8,3,No_Pool,479069,13.07959992
2006,Good,2,3,9,3,No_Pool,395000,12.88664104
2006,Excellent,2,3,9,3,No_Pool,380000,12.84792653
2006,Excellent,2,3,7,3,No_Pool,250000,12.4292162
2006,Excellent,2,2,7,3,No_Pool,440000,12.99453001
2005,Excellent,2,4,9,3,No_Pool,418000,12.94323671
2007,Excellent,2,2,7,3,No_Pool,500067,13.12249737
2007,Excellent,2,3,7,2,No_Pool,260116,12.46888296
2004,Excellent,2,4,9,3,No_Pool,317000,12.66665705
2007,Excellent,2,3,8,3,No_Pool,319500,12.67451255
2007,Excellent,1,3,8,3,No_Pool,325624,12.69349862
2006,Excellent,2,3,7,3,No_Pool,372000,12.82664913
2004,Excellent,2,5,11,3,No_Pool,342000,12.74256602
2004,Excellent,2,4,10,3,No_Pool,354000,12.77705219
2003,Excellent,2,3,7,3,No_Pool,350000,12.76568843
2003,Excellent,2,4,10,3,No_Pool,285000,12.56024446
2007,Excellent,2,3,8,3,No_Pool,281500,12.54788773
2005,Excellent,2,3,7,3,No_Pool,245700,12.41186656
2005,Excellent,2,3,7,2,No_Pool,232698,12.35749675
2006,Excellent,2,3,7,3,No_Pool,250000,12.4292162
2005,Excellent,2,2,6,2,No_Pool,194700,12.17921519
2005,Excellent,1,1,5,2,No_Pool,204000,12.22587527
2005,Excellent,1,1,5,2,No_Pool,200000,12.20607265
2005,Excellent,2,2,6,2,No_Pool,207000,12.24047407
2006,Excellent,2,2,6,2,No_Pool,209500,12.25247902
2006,Excellent,2,2,6,2,No_Pool,209500,12.25247902
2006,Excellent,2,2,6,2,No_Pool,202500,12.21849517
2005,Excellent,2,2,6,2,No_Pool,280000,12.54254488
2005,Excellent,2,2,6,2,No_Pool,277500,12.53357621
2007,Excellent,2,2,6,2,No_Pool,318061,12.66999847
2006,Excellent,2,2,6,2,No_Pool,221370,12.30759079
2003,Excellent,2,2,6,2,No_Pool,200000,12.20607265
2007,Excellent,3,3,7,2,No_Pool,181755,12.11041491
2005,Excellent,2,3,6,2,No_Pool,176000,12.07823927
2005,Excellent,2,3,8,2,No_Pool,178900,12.09458227
2006,Excellent,2,3,6,2,No_Pool,168165,12.03270092
2006,Excellent,2,3,7,2,No_Pool,171925,12.05481361
2006,Excellent,2,3,6,3,No_Pool,198444,12.19826222
2005,Excellent,2,3,6,2,No_Pool,203000,12.22096126
2007,Excellent,2,3,8,2,No_Pool,179540,12.0981533
2007,Excellent,2,3,6,2,No_Pool,176485,12.08099117
2007,Excellent,2,3,6,2,No_Pool,181134,12.10699237
2006,Excellent,2,3,6,2,No_Pool,156932,11.96356787
2007,Excellent,2,3,6,2,No_Pool,166000,12.01974307
2007,Excellent,2,3,7,2,No_Pool,177594,12.08725533
2007,Excellent,2,3,6,2,No_Pool,173500,12.06393288
2006,Excellent,2,2,6,3,No_Pool,172500,12.05815252
2006,Excellent,0,2,7,3,No_Pool,194201,12.17664898
2003,Excellent,2,2,7,3,No_Pool,226500,12.33050022
2007,Excellent,2,2,6,2,No_Pool,185485,12.1307293
2004,Excellent,2,3,7,3,No_Pool,259000,12.46458334
2004,Excellent,2,2,5,2,No_Pool,188500,12.14685329
2004,Excellent,2,3,8,2,No_Pool,175000,12.07254125
2004,Excellent,2,4,8,2,No_Pool,215000,12.27839331
2006,Excellent,2,3,6,2,No_Pool,206580,12.23844303
2004,Excellent,2,3,7,2,No_Pool,183500,12.11996995
2003,Excellent,2,3,7,2,No_Pool,165500,12.01672647
2003,Excellent,2,4,8,2,No_Pool,211000,12.25961341
2000,Excellent,2,3,7,2,No_Pool,181000,12.10625231
2002,Excellent,2,4,8,2,No_Pool,219500,12.29910751
1999,Excellent,2,3,7,2,No_Pool,175000,12.07254125
2000,Excellent,2,3,8,2,No_Pool,170000,12.04355372
2003,Excellent,2,3,6,2,No_Pool,162000,11.99535161
2000,Excellent,2,3,7,2,No_Pool,187000,12.1388639
1999,Excellent,2,3,7,2,No_Pool,185000,12.1281111
1996,Excellent,3,4,10,3,Excellent,745000,13.5211395
1997,Excellent,2,4,8,3,No_Pool,384500,12.85969907
2000,Excellent,2,4,8,3,No_Pool,248000,12.42118403
2001,Excellent,2,2,8,3,No_Pool,466500,13.0530133
1998,Excellent,2,4,9,3,No_Pool,410000,12.92391244
1998,Excellent,2,4,9,3,No_Pool,322500,12.68385842
1998,Excellent,2,4,8,3,No_Pool,252000,12.43718437
1994,Excellent,3,4,10,3,No_Pool,755000,13.53447303
1996,Excellent,2,3,8,2,No_Pool,269790,12.50539916
1996,Excellent,2,3,8,3,No_Pool,315750,12.66270604
1995,Excellent,2,4,9,3,No_Pool,290000,12.5776362
1995,Excellent,2,4,9,3,No_Pool,290000,12.5776362
1992,Excellent,3,4,10,2,No_Pool,430000,12.97154049
1992,Excellent,2,4,9,2,No_Pool,263000,12.47990931
1996,Excellent,2,4,8,3,No_Pool,330000,12.70684793
2007,Excellent,2,3,5,2,No_Pool,213133,12.26967166
2007,Excellent,2,3,6,3,No_Pool,260261,12.46944025
2006,Excellent,2,3,8,3,No_Pool,320000,12.67607627
2007,Excellent,2,3,6,3,No_Pool,282922,12.55292652
2006,Good,2,3,7,2,No_Pool,215000,12.27839331
2007,Excellent,2,1,6,3,No_Pool,419005,12.94563813
2006,Excellent,2,3,8,3,No_Pool,255000,12.44901882
2006,Excellent,2,2,7,3,No_Pool,147000,11.89818787
2007,Excellent,3,3,6,2,No_Pool,235876,12.37106152
2007,Excellent,2,3,8,3,No_Pool,311872,12.65034813
2007,Excellent,2,3,7,3,No_Pool,248328,12.42250573
2006,Excellent,2,3,7,3,No_Pool,227000,12.3327053
2005,Excellent,2,3,7,2,No_Pool,260000,12.46843691
2007,Excellent,2,3,7,2,No_Pool,225000,12.32385568
2005,Excellent,2,3,7,2,No_Pool,249000,12.42520818
2004,Excellent,2,3,7,2,No_Pool,307000,12.63460303
2006,Excellent,2,3,7,3,No_Pool,250000,12.4292162
2006,Excellent,2,3,7,3,No_Pool,221300,12.30727453
2007,Excellent,2,3,6,2,No_Pool,208900,12.24961095
2006,Excellent,2,3,6,2,No_Pool,210400,12.25676576
2007,Excellent,2,3,8,2,No_Pool,255000,12.44901882
2007,Excellent,3,3,8,2,No_Pool,212109,12.26485557
2006,Excellent,2,3,8,3,No_Pool,270000,12.50617724
2007,Excellent,2,4,11,2,No_Pool,303477,12.6230611
2007,Excellent,2,3,8,3,No_Pool,310013,12.64436951
2006,Excellent,2,3,7,3,No_Pool,249700,12.42801548
2007,Excellent,3,3,7,2,No_Pool,227875,12.33655251
2007,Excellent,2,2,6,2,No_Pool,261329,12.47353543
2006,Excellent,2,2,5,3,No_Pool,253000,12.44114477
2004,Excellent,2,4,9,3,No_Pool,265000,12.4874851
2004,Excellent,3,4,8,2,No_Pool,340000,12.7367009
2006,Excellent,1,3,6,0,No_Pool,146000,11.8913619
2006,Excellent,1,3,5,0,No_Pool,147000,11.89818787
2003,Excellent,1,3,6,2,No_Pool,149000,11.91170158
2006,Excellent,2,3,7,2,No_Pool,181000,12.10625231
1994,Excellent,2,3,7,2,No_Pool,201000,12.21106019
1993,Excellent,2,3,7,2,No_Pool,191750,12.16394772
2000,Excellent,2,3,6,2,No_Pool,179000,12.09514108
1998,Excellent,2,3,5,2,No_Pool,215000,12.27839331
1992,Good,2,2,5,2,No_Pool,179200,12.09625778
1980,Excellent,1,2,5,1,No_Pool,128000,11.75978554
1983,Good,1,2,5,2,No_Pool,144000,11.87756858
1977,Typical,2,4,10,2,No_Pool,144000,11.87756858
1977,Typical,1,2,5,1,No_Pool,120750,11.70147757
1963,Typical,1,2,5,2,No_Pool,132500,11.79433792
1962,Typical,1,3,6,2,No_Pool,132000,11.7905572
1962,Good,1,3,6,1,No_Pool,132500,11.79433792
1961,Typical,1,3,5,2,No_Pool,129000,11.76756768
1962,Typical,1,3,8,1,No_Pool,143900,11.87687389
1968,Typical,1,3,5,2,No_Pool,145000,11.88448902
1961,Typical,1,3,5,2,No_Pool,128500,11.76368418
1967,Typical,1,3,6,1,No_Pool,125500,11.74006104
1990,Good,2,3,7,2,No_Pool,300000,12.61153775
1974,Typical,2,3,9,2,No_Pool,294000,12.59133505
